GeoName,IndustryClassification,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Indianapolis-Carmel-Anderson, IN",55,   Management of companies and enterprises,None,None,None,None,None,None,None,1584.7,None,None,None
"Indianapolis-Carmel-Anderson, IN",56,   Administrative and support and waste management and remediation services,3421.5,3530.1,None,None,3766.4,4024.7,4216.3,4393.1,4371.4,4383.3,4721.1
"Indianapolis-Carmel-Anderson, IN","61, 62","  Educational services, health care, and social assistance",7641.3,8160.3,8328.5,8545.4,8824.2,9211.6,9282.7,9428.6,9639.8,10154.3,10808.3
"Indianapolis-Carmel-Anderson, IN",61,   Educational services,None,None,None,None,None,None,784.8,None,756.1,None,None
"Indianapolis-Carmel-Anderson, IN",62,   Health care and social assistance,None,None,None,None,None,None,8501.3,None,8892.4,None,None
"Indianapolis-Carmel-Anderson, IN","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4062.5,3975.6,3706.2,3788.1,3908.9,4122.5,3929,3884.6,4052.2,4188.8,4279.5
"Indianapolis-Carmel-Anderson, IN",71,"   Arts, entertainment, and recreation",1563.6,1539,None,None,None,None,1447.6,None,1334.8,None,1551.4
"Indianapolis-Carmel-Anderson, IN",72,   Accommodation and food services,2500,2437.3,None,None,None,None,2480.9,None,2713.4,None,2728.5
"Indianapolis-Carmel-Anderson, IN",81,  Other services (except government and government enterprises),2399.8,2344.7,2176,2156.7,2124.7,None,None,2288.5,None,2381,2395.8
"Indianapolis-Carmel-Anderson, IN","11, 21",Natural resources and mining,557.7,644.6,823.2,602.3,571.9,401.2,903.8,653.2,484.9,780.7,748.2
"Indianapolis-Carmel-Anderson, IN","42, 44-45",Trade,None,None,None,None,None,None,12780.9,13388.4,14165.4,15035.5,15630.9
"Jacksonville, FL",11,"  Agriculture, forestry, fishing, and hunting",None,None,None,None,None,None,None,108.5,None,126.3,121.6
"Jacksonville, FL",21,"  Mining, quarrying, and oil and gas extraction",None,None,None,None,None,None,None,10.3,None,53.7,76.4
"Jacksonville, FL",22,  Utilities,None,None,None,None,None,None,598.5,740.2,None,None,None
"Jacksonville, FL",23,  Construction,None,None,None,2249.4,1894.7,2122.7,2291.3,2504.4,2814.2,3063.1,3377.4
"Jacksonville, FL",31-33,  Manufacturing,4306.3,3941.8,3862.5,3543.3,3450.7,3555.4,3776.3,3775,3984.6,4122.6,4282.8
"Jacksonville, FL",42,  Wholesale trade,None,None,None,None,None,4248.1,4346,4266.1,None,None,None
"Jacksonville, FL",44-45,  Retail trade,4288.8,4079.2,3897.4,3972.4,3766.3,3838.1,3944.3,3954.8,4220.3,4502.7,4774.6
"Jacksonville, FL",48-49,  Transportation and warehousing,None,2712.7,2585.9,2644.3,2655.7,2680.9,2732.9,2740.2,None,2797.3,2906.2
"Jacksonville, FL",51,  Information,2057,2026.7,2109.3,2241.4,2065.6,1982.4,2055.7,2115.9,2344.3,2778.6,2879.9
"Jacksonville, FL","52, 53","  Finance, insurance, real estate, rental, and leasing",13272.7,11853.7,11843.2,11675.5,11785.1,11819.6,13134.2,12851.8,14280.1,14868.8,None
"Jacksonville, FL",52,   Finance and insurance,5080.1,4751.3,4948.4,5036.8,5262.4,5576.9,5426.7,5455.4,5704.4,5583.8,6082.5
"Jacksonville, FL",53,   Real estate and rental and leasing,8226.5,7111.4,6894.8,6635.5,6510.8,6210.9,7740.6,7412.6,8641.2,9408.3,None
"Jacksonville, FL","54, 55, 56",  Professional and business services,7296.8,6803.1,6301.4,6625.1,6838.7,7114.1,7250.2,7630.4,7680.2,7807.6,8152.2
"Jacksonville, FL",54,"   Professional, scientific, and technical services",None,None,None,3503.4,3575.7,3748,3906.7,4038.1,4034.4,4151.9,4307.9
"Jacksonville, FL",55,   Management of companies and enterprises,None,None,None,None,810,854.6,826.1,884.5,889.2,904.4,981.2
"Jacksonville, FL",56,   Administrative and support and waste management and remediation services,2400.6,2294,None,None,2454.3,2511.7,2514.8,2707.9,2757.3,2751.9,2867
"Jacksonville, FL","61, 62","  Educational services, health care, and social assistance",4892.4,5218.2,5317.2,5432.5,5476.3,5616.2,5724,5882.6,6194.3,6370.7,6590.3
"Jacksonville, FL",61,   Educational services,None,None,None,None,None,437.4,None,None,None,None,409
"Jacksonville, FL",62,   Health care and social assistance,None,None,None,None,None,5180.1,None,None,None,None,6192.2
"Jacksonville, FL","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2901,2729.5,2525.4,2582.2,2559.9,2612.2,2751.9,2806.1,2965.3,3105.5,None
"Jacksonville, FL",71,"   Arts, entertainment, and recreation",824.7,770,None,None,None,728.4,718.7,697.7,715.6,832,None
"Jacksonville, FL",72,   Accommodation and food services,2076.5,1959.8,None,None,None,1883.9,2032.7,2107.2,2247.7,2274,2243
"Jacksonville, FL",81,  Other services (except government and government enterprises),1506.7,1470.3,1376.9,1362.1,1320.9,1383.1,1420.6,1486.2,1511.3,1562,1642.3
"Jacksonville, FL","11, 21",Natural resources and mining,201.5,202.7,180.5,195.1,131.7,None,199.9,120.7,148.8,174,188.6
"Jacksonville, FL","42, 44-45",Trade,None,None,None,None,None,8088.3,8292.3,8221.8,None,None,None
"Kansas City, MO-KS",11,"  Agriculture, forestry, fishing, and hunting",None,None,None,None,None,None,319.6,260,162.2,291.7,233.9
"Kansas City, MO-KS",21,"  Mining, quarrying, and oil and gas extraction",None,None,None,None,None,None,128.1,114.8,113.8,105.8,112.6
"Kansas City, MO-KS",22,  Utilities,None,None,None,None,None,None,1768.2,1696.8,1676.9,1806.3,1714.2
"Kansas City, MO-KS",23,  Construction,4533.8,4419.4,4168.8,3858.2,3699.5,3752,3752.7,3786.7,4065.4,4191.9,4186.9
"Kansas City, MO-KS",31-33,  Manufacturing,10932.3,10378.5,9352.7,11062.1,12436.8,13494.4,12171.9,12856.7,13040.6,11815.8,11813.2
"Kansas City, MO-KS",42,  Wholesale trade,None,None,None,None,None,None,7906.5,8399.6,8153.2,8339.2,8884.1
"Kansas City, MO-KS",44-45,  Retail trade,6310.1,6223.4,6381.5,6415.7,6161.3,6122.8,6314.8,6602.8,6782.6,7034.9,7163.6
"Kansas City, MO-KS",48-49,  Transportation and warehousing,None,None,None,None,None,None,4063,4150.9,4169.4,4116.3,4253.7
"Kansas City, MO-KS",51,  Information,9488.5,None,None,5295.1,3421.2,None,None,None,None,None,4463.4
"Kansas City, MO-KS","52, 53","  Finance, insurance, real estate, rental, and leasing",20022.2,20023.5,21491.9,22415.9,22497.6,22805.5,22917.4,23313,24921.9,25581.9,25725.3
"Kansas City, MO-KS",52,   Finance and insurance,None,None,None,None,None,None,None,None,8805.7,8998,8660.5
"Kansas City, MO-KS",53,   Real estate and rental and leasing,None,None,None,None,None,None,None,None,16145.9,16620.1,17159.2
"Kansas City, MO-KS","54, 55, 56",  Professional and business services,13128.9,13993.5,13341.1,14120.3,14485.6,14890.3,15560.1,16172.5,18170.4,18067.3,18703.7
"Kansas City, MO-KS",54,"   Professional, scientific, and technical services",None,8635,None,None,None,None,None,9379.8,None,10815.3,11205.2
"Kansas City, MO-KS",55,   Management of companies and enterprises,None,None,None,None,None,None,None,2834.3,None,3552,3787.4
"Kansas City, MO-KS",56,   Administrative and support and waste management and remediation services,None,None,None,None,None,None,3955.9,3976.4,3800.9,3732.2,3755.1
"Kansas City, MO-KS","61, 62","  Educational services, health care, and social assistance",7137.8,7635.8,7808.6,7857.8,8079.1,8339.3,None,None,None,None,None
"Kansas City, MO-KS",61,   Educational services,None,None,None,None,None,None,None,None,None,None,None
"Kansas City, MO-KS",62,   Health care and social assistance,None,None,None,None,None,None,7850.5,7946.1,8368.8,8261.3,8484.6
"Kansas City, MO-KS","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3869.2,3730,3623.2,3625.8,3661.9,3710.5,3732.2,3779.9,3920.9,3991.2,4119.4
"Kansas City, MO-KS",71,"   Arts, entertainment, and recreation",None,None,None,None,None,None,None,None,None,None,None
"Kansas City, MO-KS",72,   Accommodation and food services,None,None,None,None,None,None,None,None,None,None,None
"Kansas City, MO-KS",81,  Other services (except government and government enterprises),2379.2,2268.8,2147.4,2114.3,2109.8,2106.5,2104.4,2105.3,2136.4,2126.2,None
"Kansas City, MO-KS","11, 21",Natural resources and mining,None,429.6,495.4,None,408.3,303.1,455.5,379.6,272.5,405.8,350.5
"Kansas City, MO-KS","42, 44-45",Trade,None,None,None,None,None,None,14226.6,15009.3,14938.6,15375.9,16055.2
"Las Vegas-Henderson-Paradise, NV",11,"  Agriculture, forestry, fishing, and hunting",6.1,13.9,16.3,16.3,15.4,13.9,11.9,13.9,11.3,8.4,10.2
"Las Vegas-Henderson-Paradise, NV",21,"  Mining, quarrying, and oil and gas extraction",7.5,33.2,13.7,46.1,63.2,60.9,40.3,39.6,31.3,49.8,81
"Las Vegas-Henderson-Paradise, NV",22,  Utilities,1649.4,1560.8,1561.3,1563.5,1524.9,1306.4,1290.6,1188.7,1177.3,1183.1,1129.1
"Las Vegas-Henderson-Paradise, NV",23,  Construction,10297.1,9619.8,6893.3,4895.1,3917.1,3735.1,3457.2,3395.6,3704,3773.1,3852.2
"Las Vegas-Henderson-Paradise, NV",31-33,  Manufacturing,3444.4,3339,2907.6,2666.4,2746.3,3167.3,3062.9,2938.6,2723.1,2729.2,3014.1
"Las Vegas-Henderson-Paradise, NV",42,  Wholesale trade,3952.6,3882.4,3211.8,3080.5,3082.6,3236,3293.9,3438.1,3477.7,3544.4,3826.2
"Las Vegas-Henderson-Paradise, NV",44-45,  Retail trade,6884.9,6249.8,4994.6,5355.9,6077.1,6293.9,6468,6714.1,7119.3,7505.3,7770.2
"Las Vegas-Henderson-Paradise, NV",48-49,  Transportation and warehousing,3198.8,3371,3219,3635.6,3454.1,3471.9,3387.4,3505.1,3686.1,3592.1,3717.2
"Las Vegas-Henderson-Paradise, NV",51,  Information,1965.1,2253.7,1967.5,1812.2,1936.7,2058.5,2193.9,2554.4,2862.8,3248.1,3298.6
"Las Vegas-Henderson-Paradise, NV","52, 53","  Finance, insurance, real estate, rental, and leasing",20986.6,20376.2,19050.4,17914.4,17525.5,16478,17155.6,17253,21344.5,20306.7,20968.7
"Las Vegas-Henderson-Paradise, NV",52,   Finance and insurance,4791.6,4503.2,4343.3,3812.9,4051.7,3966.2,3688.7,3941.8,4482,4243.2,4337.4
"Las Vegas-Henderson-Paradise, NV",53,   Real estate and rental and leasing,16176.6,15882.9,14707.1,14108.6,13463.3,12490.5,13490.6,13302.7,16920.9,16124.4,16705.3
"Las Vegas-Henderson-Paradise, NV","54, 55, 56",  Professional and business services,10620,10114.2,8894.5,9078.1,9119.8,9464.1,9598.1,9843.6,10242.8,11079.6,11579.2
"Las Vegas-Henderson-Paradise, NV",54,"   Professional, scientific, and technical services",4638.1,4733,4271.2,4189.2,4152.8,4111.9,4018.6,4005.3,4124,4270,4392
"Las Vegas-Henderson-Paradise, NV",55,   Management of companies and enterprises,2959.1,2427.7,1961.4,2123.1,2118.2,2395.7,2572.3,2689.3,2807.6,3469.5,3678.6
"Las Vegas-Henderson-Paradise, NV",56,   Administrative and support and waste management and remediation services,3032.7,2955.5,2661.9,2766.9,2852,2965.2,3022.4,3171.4,3336.7,3402.4,3579.8
"Las Vegas-Henderson-Paradise, NV","61, 62","  Educational services, health care, and social assistance",4430.4,4685,4808.8,4808,4786.7,4929.1,5015.7,5315,5622.2,5850.9,6161.7
"Las Vegas-Henderson-Paradise, NV",61,   Educational services,290.7,299.8,324.3,330,313.4,306.2,320.8,338.4,341.9,361.2,393.8
"Las Vegas-Henderson-Paradise, NV",62,   Health care and social assistance,4139.8,4385.2,4484.5,4478,4473.5,4623.6,4695,4976.9,5282.2,5491.1,5767.7
"Las Vegas-Henderson-Paradise, NV","71, 72","  Arts, entertainment, recreation, accommodation, and food services",19749.7,18416.2,15996.3,16475.3,17703.9,17823.7,18719,18469.8,18812.6,19026,18679.1
"Las Vegas-Henderson-Paradise, NV",71,"   Arts, entertainment, and recreation",2706.1,2437.8,1748.6,1707.1,2288.8,2746.5,3086.5,2509.9,2485.9,3131,2697.9
"Las Vegas-Henderson-Paradise, NV",72,   Accommodation and food services,17051.7,15984,14247.7,14768.3,15417.5,15085,15644.5,15954.9,16319.1,15907.3,15980.6
"Las Vegas-Henderson-Paradise, NV",81,  Other services (except government and government enterprises),1847.6,1775.4,1640,1611.7,1602,1649.6,1605.1,1682.2,1716,1764.3,1817.4
"Las Vegas-Henderson-Paradise, NV","11, 21",Natural resources and mining,13.6,48.1,30,62.1,78.3,74.4,52.1,53.8,42.7,57.3,89.5
"Las Vegas-Henderson-Paradise, NV","42, 44-45",Trade,10849.3,10134.7,8206.4,8434.6,9153.3,9523.8,9755.2,10145.4,10587.8,11038.5,11588.3
"Los Angeles-Long Beach-Anaheim, CA",11,"  Agriculture, forestry, fishing, and hunting",660.1,592.1,647.2,492.1,336.7,316.9,294,290.7,313.4,389.5,373.5
"Los Angeles-Long Beach-Anaheim, CA",21,"  Mining, quarrying, and oil and gas extraction",4536,5169.3,7508.1,6367.1,6154.8,7056.3,6351.7,5918.4,5185,4180.6,2467.1
"Los Angeles-Long Beach-Anaheim, CA",22,  Utilities,9264.9,8592.5,7958,7405.8,7961.8,7357.8,7158.2,7036.8,6957.5,7012.2,6850.6
"Los Angeles-Long Beach-Anaheim, CA",23,  Construction,30434.4,25030,19577.1,17470,17021.1,20431.4,22208.2,22177.9,23920.9,25093.3,25591.1
"Los Angeles-Long Beach-Anaheim, CA",31-33,  Manufacturing,77409.8,83034.4,77583.8,74430.8,69163.4,70396,72877,74927.4,75721,78545.7,79097.4
"Los Angeles-Long Beach-Anaheim, CA",42,  Wholesale trade,56907.3,54879.2,46177.2,48233.9,51592.1,50316,52017.1,54432.1,56435.9,56173.4,57039.4
"Los Angeles-Long Beach-Anaheim, CA",44-45,  Retail trade,46018.1,42346.4,39962,40539.1,40595.5,41459.3,43992.8,45385.1,46680.4,47778.6,49804.9
"Los Angeles-Long Beach-Anaheim, CA",48-49,  Transportation and warehousing,19361.8,18705.4,16978.5,17793.5,18344.3,17771,18695.6,19001.7,19536.5,20494,21636.2
"Los Angeles-Long Beach-Anaheim, CA",51,  Information,68976.1,75581.7,77142.5,86239.4,86238.4,91568.3,93303.6,93137.3,106706.9,109047.5,116237.7
"Los Angeles-Long Beach-Anaheim, CA","52, 53","  Finance, insurance, real estate, rental, and leasing",192313.7,192321.9,187726.7,193000.5,193272.6,200942.4,207007.9,222013.8,236390.6,232342.8,235190.5
"Los Angeles-Long Beach-Anaheim, CA",52,   Finance and insurance,39795.3,33314.1,39198.4,41240.7,42031.6,44440.1,42051.4,41001.5,40959.1,38351.3,38241.8
"Los Angeles-Long Beach-Anaheim, CA",53,   Real estate and rental and leasing,152175.9,159397.9,148528.3,151737.9,151179.7,156381.9,165229.9,181881.8,196820,195752.8,198864.5
"Los Angeles-Long Beach-Anaheim, CA","54, 55, 56",  Professional and business services,94675.7,98320,88752.2,90798.7,94172,96445.8,93540,98369.8,102705.9,105058.1,110605.9
"Los Angeles-Long Beach-Anaheim, CA",54,"   Professional, scientific, and technical services",58086.8,62666.6,56756.8,57338.3,59393.5,60247.1,60371.4,62494.7,66414.5,64307.9,67013.3
"Los Angeles-Long Beach-Anaheim, CA",55,   Management of companies and enterprises,12217.1,11202.8,9612.7,9681.1,10509.7,10941.5,11489.4,13329.2,13164.8,13326,14276.4
"Los Angeles-Long Beach-Anaheim, CA",56,   Administrative and support and waste management and remediation services,24399.8,24456.4,22382.7,23789.4,24273.6,25283.4,21605,22536.5,23036.5,27398.8,29319.7
"Los Angeles-Long Beach-Anaheim, CA","61, 62","  Educational services, health care, and social assistance",45616.7,48188.7,49121.2,50105.6,52287.3,54093.2,54668.4,55728.3,57722.6,59623.9,61681.7
"Los Angeles-Long Beach-Anaheim, CA",61,   Educational services,7161.7,7566.6,7986,8392.4,8482.9,8579.5,8397.1,8735,8537.1,8468.5,8497.7
"Los Angeles-Long Beach-Anaheim, CA",62,   Health care and social assistance,38454.4,40621.3,41135.2,41712.7,43807.1,45522.2,46293.5,47003.4,49242.1,51250.9,53313.2
"Los Angeles-Long Beach-Anaheim, CA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",35993.8,34818.2,32886.2,33724.5,35618.1,36045.1,37473,39526.2,40278.1,41755.5,43039.9
"Los Angeles-Long Beach-Anaheim, CA",71,"   Arts, entertainment, and recreation",16124.7,16237.8,15478.7,15735.2,16809.3,17535.3,18709.7,19230.6,18303,18675.6,19403.4
"Los Angeles-Long Beach-Anaheim, CA",72,   Accommodation and food services,19894.5,18582.9,17407.5,17989.4,18808.1,18509.3,18768.9,20290.4,21936.8,23031.3,23592.1
"Los Angeles-Long Beach-Anaheim, CA",81,  Other services (except government and government enterprises),18647.8,17557.7,16031.9,15731.5,15733.7,16216.3,16521.3,17063.1,17237.9,17198.8,18815.3
"Los Angeles-Long Beach-Anaheim, CA","11, 21",Natural resources and mining,5142.4,5736.4,8155.3,6862.4,6504.6,7386.9,6658.5,6221.8,5527.8,4676.4,2979.3
"Los Angeles-Long Beach-Anaheim, CA","42, 44-45",Trade,102905.8,97142.4,86139.3,88778.1,92219,91784.6,96005.5,99820.4,103123.7,103945.1,106821.3
"Memphis, TN-MS-AR",11,"  Agriculture, forestry, fishing, and hunting",None,None,None,None,None,None,340.3,149.4,76.6,171.3,156.3
"Memphis, TN-MS-AR",21,"  Mining, quarrying, and oil and gas extraction",None,None,None,None,None,None,15.4,16,14.8,18.9,16.5
"Memphis, TN-MS-AR",22,  Utilities,None,None,None,None,None,None,None,None,400.7,398.6,403.3
"Memphis, TN-MS-AR",23,  Construction,None,1942,None,1589.9,1671.1,1744.9,1748.5,1760.3,1874.2,1931.8,1999.1
"Memphis, TN-MS-AR",31-33,  Manufacturing,7784,7997,8355.1,8581.2,8387.7,8730.1,8682,8702.4,9168.4,8855.8,8903.2
"Memphis, TN-MS-AR",42,  Wholesale trade,None,None,None,None,None,None,5653.7,5893.4,None,None,6412.1
"Memphis, TN-MS-AR",44-45,  Retail trade,4315.2,4265.1,4140.3,4382.9,4265.1,None,None,None,None,None,4649.8
"Memphis, TN-MS-AR",48-49,  Transportation and warehousing,None,None,None,None,None,None,5890.9,5468.4,5497.5,5798,5822.8
"Memphis, TN-MS-AR",51,  Information,None,None,1327.5,None,None,None,915.6,1116.1,1215.5,1274.9,1304
"Memphis, TN-MS-AR","52, 53","  Finance, insurance, real estate, rental, and leasing",11770.1,None,10839.4,None,None,None,None,None,9862,9896.5,9625.3
"Memphis, TN-MS-AR",52,   Finance and insurance,None,2394.7,None,2737.2,2736.2,None,None,None,2614.4,2721.4,2734.4
"Memphis, TN-MS-AR",53,   Real estate and rental and leasing,None,None,None,None,None,7786.6,7423.7,7212.7,7234.3,7142.4,6840.5
"Memphis, TN-MS-AR","54, 55, 56",  Professional and business services,6391,6480.2,6027.5,6136.1,6206.5,6545,6540.8,6528.9,6371.9,6318.6,6398.7
"Memphis, TN-MS-AR",54,"   Professional, scientific, and technical services",None,None,None,None,None,None,2252.2,2315.3,2229.1,2006.9,2015
"Memphis, TN-MS-AR",55,   Management of companies and enterprises,None,None,None,None,None,None,989.8,1017.5,1078.2,1230.6,None
"Memphis, TN-MS-AR",56,   Administrative and support and waste management and remediation services,None,None,3046.2,3223,3242.7,None,3301.1,3195.8,3069.3,3100.4,None
"Memphis, TN-MS-AR","61, 62","  Educational services, health care, and social assistance",4672.5,4881.1,4870.5,4827.2,4943.2,5217,5257.8,5135.5,5248.5,5289,5299.4
"Memphis, TN-MS-AR",61,   Educational services,None,None,None,None,None,None,437.6,436,428.4,431.2,442.3
"Memphis, TN-MS-AR",62,   Health care and social assistance,None,None,None,None,None,None,4822.1,4700.7,4822.9,4860.7,4858.8
"Memphis, TN-MS-AR","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4150.6,3401.7,2821.2,2707.2,2795.2,2431.2,None,None,2586.9,2653.4,2711.6
"Memphis, TN-MS-AR",71,"   Arts, entertainment, and recreation",None,None,None,None,None,None,None,None,None,483.9,534.4
"Memphis, TN-MS-AR",72,   Accommodation and food services,None,None,None,None,None,None,2061.3,2203.7,None,2171.8,2181.3
"Memphis, TN-MS-AR",81,  Other services (except government and government enterprises),None,None,None,None,None,None,1476.8,1437.4,1413.4,1398.7,1435
"Memphis, TN-MS-AR","11, 21",Natural resources and mining,360,380.8,329.7,141.8,205.9,155.8,359.4,165.1,90.1,189.3,172
"Memphis, TN-MS-AR","42, 44-45",Trade,None,None,None,None,None,9702.1,None,None,10475.7,10895.8,11069.1
"Miami-Fort Lauderdale-West Palm Beach, FL",11,"  Agriculture, forestry, fishing, and hunting",1029.2,1008.9,1274.2,1192.9,811.5,755,765,765.2,998,1305.8,1131
"Miami-Fort Lauderdale-West Palm Beach, FL",21,"  Mining, quarrying, and oil and gas extraction",685,241.1,169.4,153.3,177.2,203.9,1415.7,73,108.4,248.1,343.3
"Miami-Fort Lauderdale-West Palm Beach, FL",22,  Utilities,4587.5,4918.7,4726.3,4418.7,4278.8,4129.4,3936.3,3753.4,3872.4,4332.6,4678.4
"Miami-Fort Lauderdale-West Palm Beach, FL",23,  Construction,18360.2,14424.3,10620.6,11335.8,10906.9,8358.4,7905.6,9586.4,11146.1,12211.6,12423.9
"Miami-Fort Lauderdale-West Palm Beach, FL",31-33,  Manufacturing,11308.7,9943.8,8986.8,8702.6,8549,8425.1,8962.8,9162.7,10164.2,10600.2,10704.7
"Miami-Fort Lauderdale-West Palm Beach, FL",42,  Wholesale trade,25239.6,24084.3,20855.7,21746.2,21820.7,22902.2,23423.6,23967,24982,24766.5,25500.2
"Miami-Fort Lauderdale-West Palm Beach, FL",44-45,  Retail trade,18880.5,18259.2,16859,18073.6,17895.4,18276.4,19054,19858.2,20667.2,21428.3,21951.2
"Miami-Fort Lauderdale-West Palm Beach, FL",48-49,  Transportation and warehousing,9340,9665.8,9936.2,9863.5,10348.7,10146.2,11432.6,11646.3,10884.7,11151.7,11510.6
"Miami-Fort Lauderdale-West Palm Beach, FL",51,  Information,11735,11728.4,10591,11465.6,11971.3,12728.6,15059.9,15347,16693.5,17174.8,18157.1
"Miami-Fort Lauderdale-West Palm Beach, FL","52, 53","  Finance, insurance, real estate, rental, and leasing",72252,66837.9,59143.4,58181,58725,64372.5,54021.5,65822,71123.4,73547.5,75358.3
"Miami-Fort Lauderdale-West Palm Beach, FL",52,   Finance and insurance,14303.9,11457.5,11900.4,11990.4,12407,13278,14296.9,16114.5,16720.1,14938.2,15201.3
"Miami-Fort Lauderdale-West Palm Beach, FL",53,   Real estate and rental and leasing,57857.3,55473.5,47243,46184.8,46296.8,51094.2,39419.4,49495.6,54274.9,58880.1,60453
"Miami-Fort Lauderdale-West Palm Beach, FL","54, 55, 56",  Professional and business services,34773.2,33235.4,30123.1,31349.3,32008.5,33255.4,34309.1,36450.4,38130.5,39504.5,40602.4
"Miami-Fort Lauderdale-West Palm Beach, FL",54,"   Professional, scientific, and technical services",19628.2,19520.5,17620.4,17840.6,18373.7,18878.8,19064.2,19879.8,21193.3,21984.9,22427.2
"Miami-Fort Lauderdale-West Palm Beach, FL",55,   Management of companies and enterprises,4146.1,3876.2,3578.5,3846.6,3865.4,4085,4471.7,5089.4,5032.8,5279.6,5595.3
"Miami-Fort Lauderdale-West Palm Beach, FL",56,   Administrative and support and waste management and remediation services,10994.8,9838,8924.3,9667.9,9770.9,10302.4,10806.1,11545.2,11935.3,12275.2,12637.4
"Miami-Fort Lauderdale-West Palm Beach, FL","61, 62","  Educational services, health care, and social assistance",20684,21683.3,21790.2,21765.1,21974.2,22011.8,22316.7,22961.7,24151.8,24432.4,25083.6
"Miami-Fort Lauderdale-West Palm Beach, FL",61,   Educational services,3151.4,3354.2,3470.4,3430.2,3484.2,3133.6,2992,3131.6,3064.6,3075.5,3016.7
"Miami-Fort Lauderdale-West Palm Beach, FL",62,   Health care and social assistance,17532.3,18328.8,18319.8,18335,18489.8,18888.3,19344.4,19846.4,21126.2,21399.1,22127.8
"Miami-Fort Lauderdale-West Palm Beach, FL","71, 72","  Arts, entertainment, recreation, accommodation, and food services",13718.1,13465.2,12555.2,13286.3,13720,14047.2,13853.6,13823.1,14258,14449.7,14646.8
"Miami-Fort Lauderdale-West Palm Beach, FL",71,"   Arts, entertainment, and recreation",3281.3,3298.8,3262.7,3263.1,3280.3,3647,3302.8,3379.8,3378.1,3446.9,3812.8
"Miami-Fort Lauderdale-West Palm Beach, FL",72,   Accommodation and food services,10440.1,10168,9292.6,10023.1,10439.6,10401.4,10547.4,10442.1,10875.4,10999.1,10843.5
"Miami-Fort Lauderdale-West Palm Beach, FL",81,  Other services (except government and government enterprises),8203.8,7767.3,7181.3,7098.4,7036.6,7145.6,7334,7571.3,7779.3,7733.3,7688.3
"Miami-Fort Lauderdale-West Palm Beach, FL","11, 21",Natural resources and mining,1590.8,1237.6,1443.6,1346.2,982,946.3,1929,859.6,1131.8,1576.6,1488
"Miami-Fort Lauderdale-West Palm Beach, FL","42, 44-45",Trade,44073.6,42323.2,37714.8,39817.6,39716.3,41184.5,42479.2,43822.4,45646.5,46181.9,47442.7
"Milwaukee-Waukesha-West Allis, WI",11,"  Agriculture, forestry, fishing, and hunting",None,None,None,None,None,None,None,None,None,None,93.8
"Milwaukee-Waukesha-West Allis, WI",21,"  Mining, quarrying, and oil and gas extraction",None,None,None,None,None,None,None,None,None,None,162.3
"Milwaukee-Waukesha-West Allis, WI",22,  Utilities,None,None,None,None,None,None,1692.1,1563,1529.7,1308.4,1277.8
"Milwaukee-Waukesha-West Allis, WI",23,  Construction,3247.9,3022.2,2625.3,2273.5,2112.1,2092.3,2335.5,2565.5,2719.3,2798.1,2766
"Milwaukee-Waukesha-West Allis, WI",31-33,  Manufacturing,15468.8,14418.9,12927.4,14113.7,14824,15423.4,15781.2,15095.7,14663,14385.1,14913.1
"Milwaukee-Waukesha-West Allis, WI",42,  Wholesale trade,6382.8,6501.9,5630.2,5567.6,5597.7,5699.5,5932.5,5945.5,5986.2,6108.8,6179.2
"Milwaukee-Waukesha-West Allis, WI",44-45,  Retail trade,4664,4521,4448,4435.1,4444.2,4329.5,4511.3,4580.1,4766.4,4937,5115.6
"Milwaukee-Waukesha-West Allis, WI",48-49,  Transportation and warehousing,None,None,None,None,None,None,1913.1,1872.8,1901.8,1841.5,1844.7
"Milwaukee-Waukesha-West Allis, WI",51,  Information,3297.8,3477.3,3265.8,3139.7,3045.3,2755.5,2825.6,2852.1,3043,3063.9,3056.1
"Milwaukee-Waukesha-West Allis, WI","52, 53","  Finance, insurance, real estate, rental, and leasing",20768.8,20536.3,21254.2,22225.1,23551.9,23881.1,24161.3,25325,22044.1,23002.3,23133.5
"Milwaukee-Waukesha-West Allis, WI",52,   Finance and insurance,7392.9,6550.7,7079.5,6810.9,6768,7215.3,7063.1,7843.7,8773.2,8955.2,8921.1
"Milwaukee-Waukesha-West Allis, WI",53,   Real estate and rental and leasing,13326.8,13996.3,14174.7,15425.5,16816.2,16676.3,17128.2,17470.1,13056.6,13844.9,14017.4
"Milwaukee-Waukesha-West Allis, WI","54, 55, 56",  Professional and business services,10466,10559,9817.9,10304.8,10835.4,10970.1,11157.7,11435.2,11732.9,12165,12170.8
"Milwaukee-Waukesha-West Allis, WI",54,"   Professional, scientific, and technical services",5029.9,5411.6,4968.1,4843.1,4925.6,4979.4,4946.2,4956,5196.6,5329.9,5398.9
"Milwaukee-Waukesha-West Allis, WI",55,   Management of companies and enterprises,2951.5,2562.9,2563.4,3017.3,3289.7,3372.5,3505.7,3756.1,3863.3,4216,3995.5
