Date,Atlanta,Boston,Charlotte,Chicago,Cleveland,Dallas,Denver,Detroit,Las Vegas,Los Angeles,Miami,Minneapolis,New York,Phoenix,Portland,San Diego,San Francisco,Seattle,Tampa,Washington
1988-03-01,.,74.47783864,67.95779071,64.50860575,57.90341311,.,49.06129708,.,66.7614815,70.69917921,72.34556591,.,84.47672472,.,42.24379325,61.28449017,53.86620971,.,79.24485073,76.39474559
1988-04-01,.,74.52675221,67.93106252,65.15143328,58.06794614,.,48.73980965,.,67.43481473,71.48428324,72.71877391,.,84.69031883,.,42.42537793,61.44426195,54.53404719,.,79.66342126,77.30187403
1988-05-01,.,74.81244784,67.98667603,65.57198553,58.26245492,.,48.34998174,.,67.58341088,72.47708784,73.10256209,.,84.76242708,.,42.74366087,61.84520489,56.06737674,.,79.9521307,78.37985044
1988-06-01,.,75.0035576,68.12741454,66.46400791,58.96349401,.,48.17299809,.,67.52762438,74.38597875,73.71199916,.,84.59877173,.,42.70941004,61.44335823,57.88181839,.,80.17566542,79.3407888
1988-07-01,.,75.03189723,68.56661734,66.55169721,59.21523265,.,48.22477156,.,67.65174171,76.92111978,74.10781836,.,84.50351963,.,42.84184445,64.58812345,58.17442641,.,80.51170934,80.77511249
1988-08-01,.,74.84114698,69.41551716,67.75150023,59.62702729,.,48.24806809,.,67.94698908,78.6680492,74.68231606,.,84.59356456,.,43.19850716,65.29032798,58.49688496,.,80.70637661,81.92875022
1988-09-01,.,74.71039529,69.71147879,68.02481881,59.88982773,.,48.21318016,.,68.46238533,80.60749305,75.24897881,.,84.57622095,.,43.42970032,66.07932756,58.93692451,.,80.62686949,83.1576592
1988-10-01,.,74.60036504,69.89298087,69.03495896,60.33503775,.,48.03303688,.,68.46101561,82.3809339,75.59607438,.,84.47921487,.,43.74445677,67.17576042,59.95031922,.,80.73296323,83.67424244
1988-11-01,.,74.6386462,69.63658228,68.64614261,60.72701936,.,47.74889141,.,68.13821377,84.41282045,75.95922766,.,84.49091277,.,43.95057864,68.42762615,61.10558644,.,80.61206606,84.63263943
1988-12-01,.,74.69527815,69.85048554,68.51149958,61.30753648,.,47.43557118,.,67.82777357,85.81818736,76.21900543,.,84.37502816,.,44.21229134,69.8314355,62.46581416,.,80.90010619,85.92852609
1989-01-01,.,74.5198541,69.91519865,68.32990899,61.99806954,.,47.46956846,.,68.78284759,87.47324975,76.5829832,63.49280289,84.48241827,67.56786236,44.48117197,71.17272381,63.28848984,.,80.56456944,86.86895743
1989-02-01,.,75.16731512,70.33033905,69.00879167,62.07140418,.,47.45236929,.,69.64367535,88.77303169,76.99399616,63.15240708,84.26598825,67.621025,44.79659608,72.76294282,64.05774052,.,80.98847579,87.80226663
1989-03-01,.,75.55483966,70.61822647,70.0744894,62.17271068,.,47.5294375,.,70.47959824,91.14747189,77.17558052,62.69347204,84.19466162,67.92398633,45.00470047,74.4828817,65.56170298,.,81.61161921,88.61896795
1989-04-01,.,75.39413751,70.88317911,70.65416079,61.9735591,.,47.46542218,.,69.99725168,93.01229243,77.54866546,63.08319926,83.8808706,67.96501645,45.35005246,75.8052598,66.69652584,.,81.96956191,89.32523747
1989-05-01,.,75.04304898,71.2169123,70.50541855,62.63948793,.,47.596806,.,69.78814815,94.56935661,77.56730458,63.18428985,83.49424863,68.06856716,45.6127801,77.05034954,67.70328386,.,82.35076407,89.77712681
1989-06-01,.,74.5159939,71.48356221,70.52177132,62.82971879,.,47.60539016,.,71.55414662,95.51346468,77.80834047,63.74282125,82.94658528,67.69591389,46.01938829,78.13664915,68.78436714,.,81.95711394,90.20321284
1989-07-01,.,74.18127298,71.66170039,70.32844152,63.26780372,.,47.50318191,.,71.77178948,96.25204334,78.04240886,63.5562289,82.17128637,67.34046047,46.25581405,79.030234,69.59128116,.,81.867957,90.70773139
1989-08-01,.,73.43515633,71.6117597,70.37390471,63.87923504,.,47.48224929,.,72.39003203,96.66238933,78.25992114,63.79845606,81.93614834,66.94764414,46.58660019,80.09519054,70.71573793,.,81.23505935,91.36515779
1989-09-01,.,73.0104192,71.67650651,70.17945674,64.30692703,.,47.6006602,.,72.78963911,97.19970912,78.25032073,63.89329871,81.53717608,66.82268149,46.92907298,81.10219656,71.59164011,.,81.66988826,91.92728174
1989-10-01,.,72.71688526,71.82015199,70.06139616,64.71825774,.,47.89667429,.,73.46164994,97.87971071,78.37822444,64.12099238,81.78816114,66.56019229,47.35156062,82.05997911,72.4255909,.,81.94319013,92.19025682
1989-11-01,.,72.9911343,72.28844121,69.87009731,64.57436976,.,48.10973219,.,74.26372912,98.99646192,78.32395846,64.39544264,81.5503455,66.49372032,47.75672238,82.70910417,73.0152288,.,82.29650889,92.38246587
